id,num_cards,credit_limit,utilization_ratio,max_utilization_ratio,late_payments
94,2,173512,0.30746451107983214,0.6979365347143798,2
95,3,264875,0.5587219997439425,0.6702692889897766,0
96,4,63120,0.4394811544794355,0.2389844127619968,2
97,2,84134,0.40589638569433345,0.2791996912908272,11
98,4,15767,0.8708051840262626,0.832219510738432,5
99,4,15376,0.18277043714657398,0.6395776939966408,7
100,2,297498,0.43987425050309154,0.3592076001510471,5
101,2,250110,0.05641483061004801,0.6398527364699624,4
102,3,180183,0.29879580758782615,0.9744925272574212,1
103,3,250730,0.6406594447521242,0.28295969406599575,4
104,4,269967,0.13314615946227126,0.976165041164927,5
105,2,59899,0.30762213324717935,0.8200706154266906,7
106,2,293848,0.8862173799031512,0.31538484900487673,8
107,2,52659,0.7072435805921927,0.8517438175995127,0
108,4,237582,0.11677431507297964,0.7952168400566988,10
109,2,30517,0.9927608210721321,0.6591379558958612,11
110,3,58807,0.9478845135325833,0.8194880812433141,1
111,1,265767,0.18460536828716706,0.312997814158851,9
112,1,25437,0.9257750188310979,0.7772982101254235,8
113,3,15771,0.5724465660365965,0.7127435298451446,8
114,1,111171,0.9329119833282011,0.42774641423129306,4
115,3,145137,0.9696482308539911,0.7522976848883105,9
116,4,22643,0.7088853905377103,0.7430807442774001,10
117,1,265671,0.32673285081050535,0.39123054265035934,6
118,4,172276,0.9284246004115997,0.3181490127669167,3
119,4,260678,0.5948045171410056,0.48981537944748593,5
120,3,13659,0.37446441398484637,0.5193293044647795,9
121,4,260244,0.4870360492867046,0.8593231959568572,10
122,1,37010,0.4358919185011829,0.548863370750604,0
123,1,167503,0.9385255121388131,0.7892763416515427,10
124,3,54002,0.8288414020997845,0.5701592778056936,10
125,4,204443,0.07980609970687083,0.2537026360676404,5
126,2,31981,0.05936287836453564,0.7221948540936212,9
127,4,259085,0.11590592577637615,0.9163089316828095,2
128,1,115896,0.6298675361090865,0.6146551848552244,9
129,1,125842,0.8237557777655505,0.7616455469040346,7
130,1,184233,0.5392010704889106,0.8230714963208616,7
131,4,231477,0.5579851545835863,0.5739072806475027,10
132,2,204754,0.2784013660839201,0.39983937973947575,6
133,1,232797,0.486327672166052,0.8880574422815337,7
134,4,241660,0.2940037533238354,0.8629511394385834,2
135,3,259197,0.31031223236639005,0.887591807613733,11
136,4,61792,0.4216019058024867,0.8606260774405858,0
137,1,38555,0.0951677687211992,0.30648964940106077,7
138,1,161016,0.9572104425607167,0.5317700667286221,4
139,1,192891,0.9185494962331452,0.3532295735110534,10
140,1,20077,0.8064519782345847,0.3241531333838178,10
141,1,166474,0.5900855430933345,0.8251991939813963,2
142,4,237634,0.822374213932507,0.5850727074617337,10
143,4,256726,0.97543080059163,0.27256079068390193,10
144,2,100351,0.319404715772159,0.5248700537715104,11
145,4,248882,0.3960613853164108,0.9946399010239857,7
146,1,292227,0.742593571155915,0.3699114694430756,5
147,4,116995,0.6607221482530059,0.5177307565385783,0
148,4,10807,0.833577898881742,0.6756083956049026,11
149,2,118685,0.37963147850093415,0.3596707549635899,1
150,1,79362,0.34502497218927475,0.9742079497253955,3
151,2,29483,0.6061462597186444,0.7079220917018842,8
152,1,22532,0.18856492720634016,0.38352709551276387,8
153,1,235291,0.08759612836095129,0.5572826138858926,9
154,3,299128,0.28192895014884056,0.48871905512902397,1
155,4,230229,0.2004082622659759,0.29784860607462094,0
156,1,44400,0.05634145871764919,0.4276829542669526,0
157,3,189773,0.7891083423623703,0.6429743799685375,1
158,2,163702,0.5660509407355915,0.2704873922617672,9
159,4,122606,0.6855054097757273,0.2386402921920027,3
160,1,54967,0.20489804026859437,0.633066369472802,8
161,3,275572,0.2938573622439162,0.5472549514902307,7
162,2,109963,0.10710675095219671,0.3506042598531666,11
163,2,234373,0.9976001010036953,0.7701996223831624,2
164,3,13179,0.14793268092639564,0.2703013608720169,11
165,4,234524,0.13584675790723844,0.41631848783101894,10
166,1,26771,0.6334600440420319,0.28103509321936787,0
167,3,178968,0.36528866569942503,0.7820859151277735,5
168,3,222717,0.8932003080100647,0.7061766544533008,9
169,2,242736,0.8399425870773395,0.35076352231917673,10
170,3,292671,0.8747450048669866,0.6458945752193628,6
171,4,144480,0.7483737873430172,0.757177843063942,1
172,2,203956,0.17520023843312404,0.22733553392224587,10
173,3,186789,0.11043113838294562,0.7305771202498215,5
174,3,150059,0.11139808320354119,0.4492182101087445,7
175,4,228998,0.811690620053893,0.30819643754266157,0
176,1,175492,0.6742616974000638,0.8569234427874062,7
177,1,252361,0.981935146643932,0.6849047584240281,2
178,1,95246,0.6613328516001259,0.6372263610081601,10
179,2,206970,0.2868002497791485,0.8691703133270969,8
180,1,283304,0.13503857575694722,0.4120894943097808,9
181,1,183983,0.39731962285025274,0.21130162687455123,9
182,2,153898,0.23971147315311042,0.9589817772148332,7
183,3,260981,0.646975593254875,0.410213692255814,1
184,2,45404,0.14116467744490752,0.706678544688258,11
185,1,245910,0.7838850432203114,0.9816258004972194,1
186,2,115984,0.7117231421626735,0.3868977359571229,5
187,2,197919,0.7495399991808107,0.9941784373564908,8
188,1,69312,0.9672031198459524,0.6309251498365169,10
189,3,281260,0.6680320444645615,0.9671749642711631,2
190,1,238567,0.7991247928779817,0.26883159354518293,1
191,2,225634,0.1310393136463559,0.6248189831642568,11
192,1,10090,0.945936091186493,0.9554924726050036,2
193,3,15359,0.25764424946385117,0.32442310868379814,5
194,4,261021,0.5183982733499054,0.4201655366824826,3
195,2,294243,0.9592396605725588,0.3699792875464801,1
196,3,127876,0.22039536362351403,0.9723567768136838,11
197,1,50191,0.08373164192024465,0.4108262333129733,4
198,1,181545,0.332210982555845,0.2967644958583715,7
199,4,132129,0.1985567766192574,0.8374448492169051,4
200,2,144365,0.6846288825223251,0.6108035393045147,4
201,1,284868,0.3144558871849864,0.6719171656888656,5
202,3,78604,0.10969735035684486,0.6854514092515784,8
203,2,49997,0.8983723499796256,0.6904045222079687,0
204,4,136148,0.09700111209537221,0.5634135559355224,1
205,3,32465,0.3077076543965861,0.9804515342565625,7
206,4,110144,0.27827969893371696,0.33928701982192944,11
207,3,231290,0.07233141808457283,0.9662881339049803,11
208,2,106330,0.20697107208082471,0.43392330572921545,7
209,3,44453,0.8241064941797887,0.3519346853818033,4
210,2,189975,0.08565168199787006,0.7005860639960269,4
211,2,168589,0.07206591408594451,0.9134796915839731,5
212,3,190904,0.6523201545005092,0.4903376181844829,7
213,3,155337,0.13447569623964895,0.26033988518904017,3
214,2,119201,0.4030000305726169,0.6292271872586177,3
215,1,143425,0.05203447632056408,0.9881333918129533,11
216,1,115482,0.3942608966810111,0.5116490656986241,0
217,3,256898,0.35213969485431823,0.21596015821994216,9
218,1,273815,0.6320654391189261,0.600701036816516,10
219,1,176482,0.5241409467325269,0.5069943901783331,0
220,2,116056,0.6945988719941005,0.253348921843376,6
221,2,270676,0.9390629256958312,0.8998615952748674,4
222,1,225879,0.8054146850722051,0.6950115993077783,4
223,4,108016,0.9368731884782399,0.3233673366662652,11
224,3,233344,0.10151446146227718,0.9407610823853334,0
225,4,211742,0.9908220448773633,0.6609948854498477,1
226,4,175224,0.3559564549159281,0.7513567179975866,2
227,4,97814,0.3128820750383176,0.6667326464945931,4
228,1,124900,0.43334550903100033,0.9826823868570627,1
229,2,125097,0.7941365952789561,0.9125088709446618,10
230,1,13392,0.9565705146424708,0.2132155478737298,6
231,4,76907,0.5765238919212796,0.2116734527333063,5
232,1,110872,0.19666800210829094,0.5905446541417039,9
233,3,136412,0.2533515860531914,0.45124947365406043,7
234,4,36116,0.4351029629987426,0.631098575119729,11
235,1,250401,0.3974693404050665,0.47068208062157435,0
236,2,133286,0.27635650036145615,0.9025637043404116,7
237,4,125931,0.8577168077607242,0.335837710909901,2
238,2,120682,0.3161068270018652,0.24582216438807017,7
239,3,11251,0.6131154933342884,0.4743345557517315,5
240,3,150260,0.5053376183786557,0.31131223071808833,2
241,1,282461,0.9272871964122419,0.6732151597047762,1
242,1,134078,0.647474379618578,0.5779939212587111,4
243,3,64474,0.36548878790896655,0.766371254282737,0
244,4,227290,0.6567572068586807,0.2582349446474088,2
245,4,291090,0.35296120258576574,0.8035104935176887,3
246,4,154269,0.13632612067155858,0.4212525715775445,5
247,3,79384,0.510945546580063,0.7371466907988082,7
248,2,263497,0.8671882722427938,0.4328033773198019,9
249,2,126557,0.9137219026724626,0.8670326640684332,7
250,4,52486,0.5665549405253014,0.8672715639965338,5
251,1,204338,0.7145476829043669,0.44504771955261513,3
252,1,53684,0.6301567733303266,0.9276439930403177,7
253,3,25348,0.8202835890777463,0.45683021955648917,9
254,1,256341,0.14806343548524464,0.9165547429659515,0
255,3,290792,0.4313034423662976,0.35451204545675435,3
256,3,73872,0.2904266938824713,0.4303321015501845,1
257,1,259612,0.05624710083760045,0.9073504627783624,11
258,1,156532,0.8384239051923423,0.2646582085107152,9
259,4,271209,0.17747637988115283,0.7614282812348392,8
260,4,261323,0.35720665003498187,0.745593271390955,4
261,1,125567,0.8735328780785805,0.9777279805821828,5
262,4,27457,0.7352516589678858,0.9778215651742086,9
263,4,30457,0.5893276047271006,0.5843940032939272,2
264,2,106312,0.34475415965198525,0.726723250951933,7
265,4,72913,0.5395560664023028,0.3246313698902279,11
266,4,100558,0.10342595130985154,0.3808617422192468,3
267,4,25912,0.7409325752289037,0.6467509799963727,7
268,2,223323,0.27544987709598684,0.39007353239879805,3
269,4,280260,0.5052402326746688,0.373498664492298,2
270,2,83292,0.13974624511867415,0.21827303185871527,2
271,4,128755,0.725248569917205,0.25867457739705774,10
272,3,231120,0.901039764569622,0.7691436161094236,2
273,3,151088,0.48313952722071624,0.21146486124014335,2
274,4,175556,0.1290642033417263,0.9166251913037466,10
275,2,49939,0.9478211192203853,0.262928712489094,4
276,1,287623,0.474696860581758,0.32525954848505767,7
277,3,25105,0.12632248252074185,0.4722747374846675,3
278,1,191767,0.2290057578354342,0.7813247479671874,10
279,1,71007,0.16385244690308443,0.7605724719468001,8
280,3,134661,0.23764906949994202,0.3972479015960051,5
281,3,245974,0.19799694509772542,0.46159424502088564,3
282,1,292855,0.9267337375306444,0.8569854161651487,3
283,2,178316,0.24862059652297552,0.597422992172545,9
284,3,61408,0.4698683305648398,0.5665618478872918,11
285,4,97366,0.7433849586859772,0.70678136057468,3
286,3,281170,0.6931244729419508,0.5654776542992096,3
287,4,267686,0.9586428795352526,0.5472013886373162,1
288,3,40652,0.9677280847018297,0.838882897271956,5
289,4,48415,0.5921597688533428,0.9451389887248818,0
290,4,235933,0.7646887416152784,0.639411801468167,10
291,2,90469,0.4167430077946976,0.4314701347918728,9
292,2,123521,0.4577875846846901,0.9597647464363801,2
293,1,237897,0.1491528603833962,0.761549722065217,4
294,3,219539,0.6897485580242515,0.7234589978067305,5
295,3,187630,0.3070782610987345,0.6853354572680501,7
296,3,211933,0.1258682469222519,0.7923019413847048,3
297,2,205621,0.1433193504054513,0.8204890045337383,11
298,3,20819,0.736258099316082,0.8329461998403274,3
299,3,208155,0.2674808086686602,0.9806414532889653,11
300,1,114798,0.7814860377489243,0.5289613877242179,0
301,2,36591,0.9106240011931638,0.39410889908074903,10
302,1,206471,0.373806345979057,0.5152823474423507,9
303,3,222288,0.8041822701130726,0.8134387846655997,7
304,1,137603,0.4573118556895216,0.6325598643991519,1
305,3,81698,0.7836058742802273,0.8917529316651975,5
306,3,62050,0.34138691808942345,0.38891347528138476,8
307,1,205859,0.9349126703794985,0.7896220864689585,5
308,1,148868,0.9878462495781891,0.39948259530694924,0
309,4,157932,0.41684528044027896,0.8392916724203885,4
310,3,253222,0.2389808442541128,0.5505844521315066,10
311,4,139398,0.7010643219647698,0.9915304156326401,11
312,2,195262,0.6044145686007006,0.7349870425160463,7
313,4,196996,0.9918944680641698,0.7933841982001097,11
314,2,173518,0.8210144679020126,0.23417920358849287,0
315,4,291429,0.8433494046325527,0.7624540430581428,0
316,4,170677,0.7401563895307626,0.5350586086677178,9
317,4,37272,0.38324957166905227,0.4585048322979408,1
318,1,246500,0.9390503277417651,0.8361567854527048,8
319,2,277953,0.4923866403914283,0.3829091867935419,4
320,4,265676,0.42947115585083984,0.34545837497964604,3
321,4,146687,0.234523101816567,0.4842537320324458,3
322,2,129523,0.3387591808293153,0.7034797369108734,4
323,4,160367,0.05214194028290229,0.4058532295455801,0
324,3,38797,0.6769093765653705,0.6468771662385462,3
325,1,283212,0.6251932550010355,0.5078778973353284,2
326,1,51077,0.4328815224419223,0.5173717029117251,5
327,1,54495,0.9687518783769631,0.3624946785654308,10
328,4,148469,0.7084508957664933,0.45768388851481157,9
329,1,290816,0.2805803975236287,0.41907665259843285,6
330,3,166140,0.4097666566715657,0.3947513527805459,11
331,3,110168,0.5400097692886945,0.2646236610584917,0
332,2,177802,0.5680854159355905,0.5464558919214322,0
333,4,105728,0.3118535920380544,0.3957477151307209,1
334,1,299755,0.2869682651444843,0.9688150887961633,10
335,3,208598,0.3344522692762182,0.6813631956900588,11
336,3,189289,0.9651853110145155,0.5696135821571519,9
337,4,269885,0.39154882885281983,0.4703912332016371,11
338,1,289872,0.4054352899689704,0.568612343739028,4
339,2,20092,0.7342320036269282,0.4731722774752345,11
340,2,290168,0.20462107418294506,0.8854844954317427,8
341,4,126642,0.6610050149604357,0.4046699393070634,3
342,3,188012,0.6828234422158025,0.4239715939735172,3
343,3,181796,0.11128918199883236,0.7676963931671297,8
344,4,65273,0.23044793839702232,0.9207419861043866,9
345,4,179948,0.49316645163652456,0.7440927167388693,0
346,4,215063,0.8436465610435612,0.26778292358057043,2
347,1,59481,0.7457261021729968,0.9191861258800182,9
348,1,48099,0.8797785415422384,0.8154592776823855,6
349,2,74425,0.8584560669057453,0.39177550089241253,11
350,4,88188,0.5359269139774444,0.25008599410151944,11
351,4,262298,0.6411695862058271,0.7739834540276795,5
352,3,122990,0.9247591398200322,0.3876633412985401,4
353,2,98487,0.7540190974046622,0.6190490345728519,6
354,2,39426,0.3899828395121468,0.27164904175555676,1
355,4,157105,0.3828430149078318,0.6545297713991914,1
356,2,295059,0.3982910179879502,0.21717897552282928,6
357,2,218553,0.5204430253888319,0.6271944450488913,7
358,3,162677,0.394363606303303,0.8669562934932555,1
359,2,276033,0.22813357043109983,0.664594424773399,10
360,4,189833,0.6151731248478317,0.9077189579828402,0
361,3,111933,0.8757497610843643,0.6391053661504468,10
362,4,164393,0.5179210395619256,0.7499444892359404,4
363,3,169613,0.25819133914869774,0.4930155624270592,0
364,1,99473,0.8223978439738954,0.4374403325115244,9
365,4,82928,0.7679570042009298,0.4686578935861116,10
366,2,226410,0.7152063620501478,0.28223812798770703,9
367,2,86485,0.6909881908466781,0.4035131351973708,8
368,3,74762,0.7931605012049634,0.509628960554563,4
369,2,137568,0.8387497979404125,0.47323924997133116,7
370,2,156687,0.9032928376816454,0.5964713432734953,3
371,2,227934,0.629434637294852,0.5906137404762399,0
372,1,262418,0.42391316305418714,0.7883215113601925,8
373,4,99948,0.13540144435405588,0.5165940760623211,10
374,3,86467,0.736295589554435,0.741779069373719,3
375,3,229733,0.18414720676863477,0.9125012739989742,10
376,4,73757,0.8750938367287099,0.5646176965942611,2
377,1,232896,0.4355809044411526,0.6427427169562683,1
378,4,36194,0.8823297502141887,0.7417421421980124,0
379,3,211157,0.542550898398727,0.5952855990180306,8
380,2,141073,0.4808089548728406,0.33055878282544704,0
381,2,251657,0.3953915023667017,0.4348605204173865,3
382,2,267612,0.10827970652148947,0.22254930313971313,1
383,1,265163,0.06095155697093699,0.7468734865425082,11
384,1,27596,0.5332548130496525,0.4236607415891217,7
385,1,35895,0.906052283869985,0.8588896544111111,4
386,2,116253,0.6068046063633435,0.7247297780896205,10
387,3,67566,0.8692589839081614,0.788904349530394,2
388,1,181096,0.9997665112675749,0.9059709216700826,11
389,4,92629,0.21968590420737516,0.5405606606612126,3
390,2,96466,0.6765977147090064,0.35088906286944943,2
391,2,81921,0.4460623863705534,0.9484099507569785,9
392,2,113574,0.24836488273570823,0.9966621687886417,1
393,2,46288,0.2788585251373259,0.37437391018106614,5
394,3,81143,0.2824209373186817,0.7927926324142935,5
395,2,171356,0.7431690882451595,0.2578173813302129,2
396,2,174754,0.38725188969499597,0.22197625600704082,4
397,3,249752,0.2929475803739024,0.7401030424865704,11
398,4,209668,0.8916626180045867,0.40412745294643637,8
399,4,266294,0.08262738886447865,0.8942803716839107,9
400,3,249392,0.7488368126994881,0.6104557673797874,0
401,2,144659,0.9625288965965924,0.8256363567615781,6
402,1,140841,0.6443611136471291,0.282774251642452,0
403,1,146216,0.5707548082865822,0.8995695426776009,5
404,2,159730,0.10837425559978477,0.3519500034676759,4
405,3,143365,0.5278108703973948,0.6545788987565853,3
406,2,191457,0.39333394171363323,0.6877523285286979,2
407,2,221360,0.7891955658716835,0.2527588614568697,9
408,3,226977,0.8211874302314578,0.9820502874152208,3
409,3,207532,0.20922232552615128,0.4417928147669806,11
410,1,267968,0.5461318623931393,0.7712914188589806,10
411,1,263505,0.866940864143645,0.705317888143355,0
412,2,45015,0.6433003020468788,0.22646677329465625,4
413,3,66413,0.5069225157672502,0.8898876719620843,8
414,4,182247,0.9031584926804227,0.44354587786959954,5
415,2,253560,0.9681635049598339,0.39924500409884023,9
416,4,160667,0.27351039892795176,0.2468407606202251,9
417,2,65274,0.22365632984169537,0.40026518080681506,3
418,3,21058,0.8715882807840419,0.6960475952382579,4
419,1,227270,0.2808020216803537,0.3606949164150124,0
420,2,256093,0.8554466596088878,0.5732010012533844,3
421,3,272015,0.3361276905445685,0.8397610256590227,3
422,1,290731,0.06822731363375964,0.9641495859146341,8
423,1,241978,0.4508422007809912,0.7603935639402006,4
424,3,288701,0.0883487651321779,0.35658649667476033,2
425,3,17084,0.24759161652969108,0.5065117257993257,9
426,3,281440,0.5053936753776646,0.6432398937373756,7
427,4,17568,0.08657054637708364,0.8971262919710876,9
428,4,35387,0.081554006015605,0.6381786116701547,9
429,2,125323,0.1973901071876698,0.5930356434633772,6
430,2,298338,0.4896158490286246,0.40776706506318894,7
431,3,37720,0.9753160997986275,0.5996816304926054,3
432,2,176058,0.13874361637691637,0.4549725367250619,6
433,2,132431,0.6408622784515784,0.6515683480791528,10
434,4,86761,0.5222195661929496,0.8469714805814414,3
435,3,26492,0.10714750499145023,0.9565790998568557,8
436,2,32646,0.08243478750866332,0.8476781924075487,4
437,3,221179,0.260744295830374,0.8626400345661689,4
438,2,30507,0.7005132380701884,0.48639379548273753,3
439,4,239484,0.964268893909758,0.7564025910116148,4
440,3,111349,0.5782738503904723,0.5104733398473742,0
441,2,29870,0.09348366835659094,0.2193854503496212,10
442,1,186443,0.2950767209827332,0.9076344704594335,11
443,4,250884,0.9452061662156928,0.24183293929260402,0
444,1,185722,0.06189451098942377,0.29242137482575176,8
445,3,140996,0.6221390648599887,0.2147126887392875,1
446,4,28954,0.21997201719033932,0.2538056050489331,7
447,4,28315,0.1129005468789196,0.24721088169939193,10
448,2,133484,0.29171442467050296,0.7418453772189546,1
449,3,215886,0.9401389453893018,0.8827990040403912,8
450,1,259224,0.7736711737566759,0.8373504958046167,1
451,1,65309,0.21265903253000912,0.7010281362990791,0
452,1,250005,0.11241782229967023,0.8287965340999928,7
453,4,259050,0.5184887882669315,0.5652518245989113,2
454,1,173766,0.10002800981486962,0.9251247241072582,6
455,4,42080,0.43385668206461303,0.5679269884739573,4
456,1,123725,0.8102387089600922,0.2225694228240573,6
457,2,252442,0.5256303200763699,0.7619799261106335,7
458,3,77382,0.9019986736169942,0.8645878950265109,2
459,3,73580,0.8016944750780872,0.37966365282737846,4
460,2,41790,0.5775051640987342,0.45427583246052783,4
461,2,251138,0.8008839331736217,0.7559698061877689,6
462,4,198162,0.1401232809894586,0.6590537899179696,10
463,3,24610,0.24129361444887032,0.9119756662597529,1
464,1,123034,0.7153994506206306,0.5821392320679101,7
465,2,231531,0.055433973395043135,0.737962215265964,6
466,2,27279,0.054445292858525396,0.4173098502346297,11
467,4,280706,0.4113243650149609,0.9435465695187151,9
468,4,138180,0.873722740758501,0.4958380907220522,6
469,3,14077,0.9818073862600931,0.6316245947244497,4
470,1,256157,0.6673435606895282,0.6931858892815926,7
471,2,269660,0.9527618422872453,0.40341858621989357,0
472,2,94402,0.855289770615489,0.45339532242673636,11
473,4,206639,0.2414079708577781,0.601940672037352,6
474,1,272954,0.4337580601291312,0.4166904735030829,10
475,2,179117,0.6425830221930454,0.30412233155141344,8
476,3,90457,0.1937468422130485,0.8692711541717069,7
477,4,135000,0.3474488572191463,0.45978074583822537,3
478,4,19939,0.7685688701116322,0.5327883909045843,7
479,3,252384,0.3774242941253007,0.6377331076859536,11
480,4,279697,0.9296366157908468,0.8739361426998149,11
481,4,299281,0.43643799629496005,0.312256061741665,7
482,1,84240,0.2587719424403069,0.7007631403310406,0
483,3,290865,0.24961277402758153,0.48086216369385193,0
484,2,284164,0.7028540496167789,0.8956358131323441,10
485,4,256563,0.3997442360220218,0.7289527098504491,8
486,3,247735,0.27538934701236034,0.31615304815964507,0
487,1,220290,0.7091730904821874,0.43754978300996855,9
488,3,10915,0.45032764916731194,0.22892826427216156,2
489,2,277831,0.8536930034654552,0.8164492094550257,2
490,2,127470,0.5715292719003915,0.5302312503505089,3
491,4,98132,0.9735676836376691,0.23893887138701972,11
492,3,149325,0.4057316276326297,0.21076514569414126,2
493,4,140904,0.31799916920443005,0.9644374564412934,2
494,1,31830,0.6623254173913287,0.8818690581702475,4
495,1,176285,0.7229463232935227,0.46755404964252706,4
496,4,287382,0.06612004955603093,0.613269054980083,7
497,3,164717,0.6859139887962502,0.6607247700688925,6
498,1,223388,0.2219700512882054,0.6122321916630653,11
499,2,202995,0.9609198391136328,0.4464000822123298,8
500,4,173723,0.5972064281621104,0.5124573993769693,11
501,1,103841,0.17030790722013528,0.34493497484242114,4
502,3,241829,0.10008243163237442,0.22657179244705264,3
503,2,77096,0.8856233052767759,0.32377848667870784,11
504,4,50747,0.8580928046052753,0.2104469235031351,3
505,2,198003,0.46239024530998685,0.5464544350220126,1
506,4,46845,0.13312498412384607,0.7287142844332726,8
507,4,261380,0.42048329705043946,0.3447493723280893,6
508,3,225549,0.7725030591599744,0.6271327036507302,10
509,1,181911,0.678419374001206,0.4599751839325407,1
510,1,123156,0.8719069778058136,0.2959947167399863,9
511,4,43473,0.7636325230164417,0.302070788014089,7
512,2,198595,0.36362809606777324,0.694492085553912,1
513,2,202897,0.37407654217723246,0.29416627000184126,1
514,3,191883,0.6653675324252191,0.6426082348892392,3
515,1,89280,0.34466405505289405,0.35249783594143863,6
516,2,148704,0.8742770924009283,0.8929056809365874,9
517,1,251030,0.36131673126407265,0.23998395824391255,8
518,3,30504,0.51448636170169,0.5096693470562625,4
